graph_alias,src,dst,bond_idx,a1,a2,distance,bo_mayer_abs,bo_wiberg,bo_mull
C29,16,17,46,16,17,1.555322779945693,0.8671855005752838,1.05184323513328,0.8114655236965352
C29,16,52,47,16,52,1.097653668656011,0.7330255855048683,1.023707055516573,0.8157831422138492
C29,16,53,48,16,53,1.093273586411471,0.9020927500633198,0.7992292381266326,0.9832549021336379
C29,17,18,49,17,18,1.575671116616028,1.190279959991889,0.7633166022887541,1.007299277342161
C29,17,22,50,17,22,1.588081785110578,1.177997358860993,0.8978871512941955,1.356411270405438
C29,17,54,51,17,54,1.102165766796447,0.8697454342477174,0.8989958380442122,1.026983821892493
C29,18,19,52,18,19,1.557769640187213,1.135308085062078,1.247340875633923,0.6176679472057901
C29,18,25,53,18,25,1.588797339856157,0.9344623181850289,0.9777301760665157,1.056478418689366
C29,19,20,54,19,20,1.514888158092538,1.086776420079224,1.190719489391047,0.870018872865187
C29,19,55,55,19,55,1.10048306078967,0.9592614948402804,1.198969131424165,0.7453283046751412
C29,19,56,56,19,56,1.093293728404677,0.9442058979659672,1.01704809605093,0.7625347872081272
C29,20,21,57,20,21,1.522205359575704,0.7417076818842031,0.9686878323299319,0.7313866522097846
C29,20,57,58,20,57,1.093426451200994,0.985767082861604,1.035483969480837,0.4162022298926098
C29,20,58,59,20,58,1.097277276566411,0.9673663244202505,0.8817516159102498,0.983393125615663
C29,21,22,60,21,22,1.544953228479426,1.126353570381506,1.11533150513853,0.4956417463796144
C29,21,59,61,21,59,1.098743904603798,0.9595236591818087,0.9638363705646287,0.9230201923436997
C29,21,60,62,21,60,1.096968464627402,0.9029413070822722,0.9275748734389799,0.6796491771536802
C29,22,23,63,22,23,1.54054026617093,0.9889701643572111,0.6811665620043679,0.7563016834850802
C29,22,24,64,22,24,1.550112274173068,0.9682367210669042,1.003281616458719,0.9719168385025115
C29,23,61,65,23,61,1.098148664840057,0.9070447783115652,0.8261133399818212,0.7885684363932248
C29,23,62,66,23,62,1.091555717975954,1.108028190107018,0.9023864710548911,0.5489316824587955
C29,23,63,67,23,63,1.094806681060177,0.9546361788691489,0.8549074166152928,0.4780372127806754
C29,24,64,68,24,64,1.095802392730094,1.010070107991734,1.02333652982998,0.9148899480749
C29,24,65,69,24,65,1.096670329667945,0.9084903906841232,1.180711534767565,0.9737118455971708
